gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
912453546,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000551385,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea pervilleana,,SPECIES,Coffea antsingyensis J.-F.Leroy,Coffea antsingyensis,J.-F.Leroy,MG,District Antsalova [Mahajanga: Region: Melaky],,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,,,,,,,,,1959-01-11T00:00,11.0,1.0,1959.0,2895508,2895507.0,PRESERVED_SPECIMEN,K,Herbarium,K000551385,10203-RN,,,CC_BY_4_0,,Harmelin,TYPE,,2024-09-20T14:58:31.024Z,StillImage,CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912453529,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000551919,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea toshii,,SPECIES,Coffea toshii A.P.Davis & Rakotonas.,Coffea toshii,A.P.Davis & Rakotonas.,MG,Province Fianarantsoa. Ivohibe.,,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-22.473333,46.891944,,,801.0,,,,2006-01-31T00:00,31.0,1.0,2006.0,6289070,6289070.0,PRESERVED_SPECIMEN,K,Herbarium,K000551919,JT299,"Davis, P.A.",,CC_BY_4_0,,"Tosh, De, Block, Rakotonasolo",TYPE,,2024-09-20T14:59:24.109Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166210,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176357,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea ambongensis,,SPECIES,Coffea ambongensis J.-F.Leroy ex A.P.Davis & Rakotonas.,Coffea ambongensis,J.-F.Leroy ex A.P.Davis & Rakotonas.,MG,c. 1.4 km Sud de Soalala.,,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-16.121389,45.335,20.0,,5.0,,,,2000-02-08T00:00,8.0,2.0,2000.0,3848962,3848962.0,PRESERVED_SPECIMEN,K,Herbarium,K000176357,2553,"Davis, A.P.",,CC_BY_4_0,,"Davis, A.P.; Rakotonasolo",,,2024-09-20T14:58:21.540Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166190,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176382,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea grevei,grevei,SUBSPECIES,Coffea grevei subsp. grevei,Coffea grevei subsp. grevei,,MG,north of Morondave,,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-20.15,44.483333,2000.0,,50.0,,,,1996-01-01T00:00,1.0,1.0,1996.0,7221487,2895456.0,PRESERVED_SPECIMEN,K,Herbarium,K000176382,3746,"Davis, A.P.",,CC_BY_4_0,,"Jongkind, C.C.H.; Andriantiana",,,2024-09-20T14:59:21.182Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166179,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176288,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,,,GENUS,Coffea L.,Coffea,L.,MG,"Réserve Naturelle Intégrale Namaroka (RN 8), c. 40 km (GPS) south of Soalala",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-16.4575,45.390278,20.0,,130.0,,,,2000-02-04T00:00,4.0,2.0,2000.0,2895315,,PRESERVED_SPECIMEN,K,Herbarium,K000176288,2537,,,CC_BY_4_0,,"Davis, A.P.",,,2024-09-20T14:58:20.737Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166174,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176358,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea ambongensis,,SPECIES,Coffea ambongensis J.-F.Leroy ex A.P.Davis & Rakotonas.,Coffea ambongensis,J.-F.Leroy ex A.P.Davis & Rakotonas.,MG,"Station Forestière Antsanitia, c. 20 km (GPS) north east of Mahajanga",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-15.5775,46.416667,20.0,,5.0,,,,2000-01-26T00:00,26.0,1.0,2000.0,3848962,3848962.0,PRESERVED_SPECIMEN,K,Herbarium,K000176358,2512,"Davis, A.P.",,CC_BY_4_0,,"Davis, A.P.; Rakotonasolo; Wilkin",,,2024-09-20T14:59:11.519Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166170,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176380,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea grevei,grevei,SUBSPECIES,Coffea grevei subsp. grevei,Coffea grevei subsp. grevei,,MG,north of Morondave,,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-20.216667,44.4,,,50.0,,,,1996-01-05T00:00,5.0,1.0,1996.0,7221487,2895456.0,PRESERVED_SPECIMEN,K,Herbarium,K000176380,3646,"Davis, A.P.",,CC_BY_4_0,,"Jongkind, C.C.H.; Andriantiana",,,2024-09-20T14:59:21.298Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166167,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176384,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea humbertii,,SPECIES,Coffea humbertii J.-F.Leroy,Coffea humbertii,J.-F.Leroy,MG,on the road to Beholoka,,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-22.875,43.7975,2000.0,,,,,,2004-05-20T00:00,20.0,5.0,2004.0,2895557,2895557.0,PRESERVED_SPECIMEN,K,Herbarium,K000176384,785,"Davis, A.P.",,CC_BY_4_0,,"Rakotonasolo, F.; Zachary, R.",,,2024-09-20T14:58:18.827Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166165,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176395,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea grevei,grevei,SUBSPECIES,Coffea grevei subsp. grevei,Coffea grevei subsp. grevei,,MG,"Betsipotika, près d'Analaivo, à l'Est de Morondava",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-20.316667,44.45,3000.0,,,,,,1962-12-03T00:00,3.0,12.0,1962.0,7221487,2895456.0,PRESERVED_SPECIMEN,K,Herbarium,K000176395,22140,"Davis, A.P.",,CC_BY_4_0,,"Capuron, R.",,,2024-09-20T14:58:18.829Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166164,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176353,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,,,GENUS,Coffea L.,Coffea,L.,MG,"Réserve Naturelle Intégrale Namaroka (RN 8), c. 40 km (GPS) south of Soalala",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-16.453333,45.389722,20.0,,130.0,,,,2000-02-03T00:00,3.0,2.0,2000.0,2895315,,PRESERVED_SPECIMEN,K,Herbarium,K000176353,2528,,,CC_BY_4_0,,"Davis, A.P.",,,2024-09-20T14:58:19.216Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166163,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176381,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea grevei,grevei,SUBSPECIES,Coffea grevei subsp. grevei,Coffea grevei subsp. grevei,,MG,"environs de Morondova, route Morondava à Belo forêt seche",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-19.866667,44.55,10000.0,,,,,,1970-12-03T00:00,3.0,12.0,1970.0,7221487,2895456.0,PRESERVED_SPECIMEN,K,Herbarium,K000176381,25881,"Davis, A.P.",,CC_BY_4_0,,"Keraudren-Aymonin, M.-.R.; Aymonin",,,2024-09-20T14:59:21.805Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166161,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176379,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea grevei,grevei,SUBSPECIES,Coffea grevei subsp. grevei,Coffea grevei subsp. grevei,,MG,"N of Toliara, in Forêt de Mikea, 23-25 road-km W of Vorehe. Deciduous forest on sand",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-22.25,43.416667,2000.0,,50.0,,,,1998-02-11T00:00,11.0,2.0,1998.0,7221487,2895456.0,PRESERVED_SPECIMEN,K,Herbarium,K000176379,17378,"Davis, A.P.",,CC_BY_4_0,,"McPherson, G.D.; Razafimandimbison; Olson",,,2024-09-20T14:58:21.541Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166159,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176377,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea bissetiae,,SPECIES,Coffea bissetiae A.P.Davis & Rakotonas.,Coffea bissetiae,A.P.Davis & Rakotonas.,MG,,,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-15.716667,46.316667,20000.0,,,,,,1965-11-24T00:00,24.0,11.0,1965.0,3848929,3848929.0,PRESERVED_SPECIMEN,K,Herbarium,K000176377,24295,"Davis, A.P.",,CC_BY_4_0,,"Capuron, R.",,,2024-09-20T14:58:22.141Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166156,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176300,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea boinensis,,SPECIES,Coffea boinensis A.P.Davis & Rakotonas.,Coffea boinensis,A.P.Davis & Rakotonas.,MG,"Ankarafantsika, Ampijoroa, Jardin Botanique A",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-16.319444,46.8075,20.0,,170.0,,,,2000-01-05T00:00,5.0,1.0,2000.0,3848927,3848927.0,PRESERVED_SPECIMEN,K,Herbarium,K000176300,122,,,CC_BY_4_0,,Rakotonasolo,,,2024-09-20T14:58:22.140Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166154,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176308,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea grevei,grevei,SUBSPECIES,Coffea grevei subsp. grevei,Coffea grevei subsp. grevei,,MG,"Forêt de Kirindy - CFPF Morondava - (Forêt d'Andalandahalo), Jardin de Botanique 1, c. 45 km (GPS) north east of Morondava.",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-20.054444,44.622222,20.0,,10.0,,,,2000-02-20T00:00,20.0,2.0,2000.0,7221487,2895456.0,PRESERVED_SPECIMEN,K,Herbarium,K000176308,2566,,,CC_BY_4_0,,"Davis, A.P.; Rakotonasolo; Wilkin",,,2024-09-20T14:59:21.297Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166153,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176306,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea pterocarpa,,SPECIES,Coffea pterocarpa A.P.Davis & Rakotonas.,Coffea pterocarpa,A.P.Davis & Rakotonas.,MG,"Province: Mahajanga. District: Soalala. Réserve Naturelle Intégrale Namaroka (RN 8), c. 40 km (GPS) south of",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-16.4575,45.390278,20.0,,130.0,,,,2000-02-04T00:00,4.0,2.0,2000.0,3848685,3848685.0,PRESERVED_SPECIMEN,K,Herbarium,K000176306,2538,"Davis, A.P.",,CC_BY_4_0,,"Davis, A.P.; Rakotonasolo, F.",TYPE,,2024-09-20T14:58:19.277Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166152,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176376,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea labatii,,SPECIES,Coffea labatii A.P.Davis & Rakotonas.,Coffea labatii,A.P.Davis & Rakotonas.,MG,"Antsingy, vers Ambodiriana (E d'Antsalova)",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-18.666667,44.7,2000.0,,125.0,25.0,,,1952-12-11T00:00,11.0,12.0,1952.0,3848808,3848808.0,PRESERVED_SPECIMEN,K,Herbarium,K000176376,2137,"Davis, A.P.",,CC_BY_4_0,,"Leandri, J.; Capuron, R.; Razafindrakot",,,2024-09-20T14:58:20.739Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166151,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176359,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea boinensis,,SPECIES,Coffea boinensis A.P.Davis & Rakotonas.,Coffea boinensis,A.P.Davis & Rakotonas.,MG,"Ankarafantsika, Ampijoroa, J.B.A.",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-16.319444,46.801111,20.0,,,,,,2002-10-18T00:00,18.0,10.0,2002.0,3848927,3848927.0,PRESERVED_SPECIMEN,K,Herbarium,K000176359,431,"Davis, A.P.",,CC_BY_4_0,,"Rakotonasolo, F.; Ralimanana, H.; Andrianaivo",,,2024-09-20T14:58:19.200Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166149,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176289,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea bissetiae,,SPECIES,Coffea bissetiae A.P.Davis & Rakotonas.,Coffea bissetiae,A.P.Davis & Rakotonas.,MG,"Antangena, province Mahajanaga",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-15.466667,47.15,2000.0,,,,,,1987-10-25T00:00,25.0,10.0,1987.0,3848929,3848929.0,PRESERVED_SPECIMEN,K,Herbarium,K000176289,13,,,CC_BY_4_0,,"Bisset, E.",HOLOTYPE,,2024-09-20T14:58:22.139Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166147,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176360,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea ambongensis,,SPECIES,Coffea ambongensis J.-F.Leroy ex A.P.Davis & Rakotonas.,Coffea ambongensis,J.-F.Leroy ex A.P.Davis & Rakotonas.,MG,"Province: Mahajanga. Dist: Mahajanga II. Antsahanitia, Belamonty.",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-15.575278,46.418333,200.0,,10.0,,,,1999-02-14T00:00,14.0,2.0,1999.0,3848962,3848962.0,PRESERVED_SPECIMEN,K,Herbarium,K000176360,68,"Davis, A.P.",,CC_BY_4_0,,"Rakotonasolo, F.",TYPE,,2024-09-20T14:59:21.181Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166145,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176298,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea boinensis,,SPECIES,Coffea boinensis A.P.Davis & Rakotonas.,Coffea boinensis,A.P.Davis & Rakotonas.,MG,"Réserve Naturelle Intégrale Ankarafantsika, Station Forestière Ampijoroa, trail C, en route to Jardin Botanique A",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-16.314444,46.817778,20.0,,190.0,,,,2000-01-24T00:00,24.0,1.0,2000.0,3848927,3848927.0,PRESERVED_SPECIMEN,K,Herbarium,K000176298,2502,,,CC_BY_4_0,,"Davis, A.P.; Rakotonasolo; Wilkin",,,2024-09-20T14:58:19.215Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166144,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176309,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea grevei,grevei,SUBSPECIES,Coffea grevei subsp. grevei,Coffea grevei subsp. grevei,,MG,"Forêt de Kirindy - CFPF Morondava - (Forêt d'Andalandahalo), Pandanus Walk, by the River Kirindry, c. 45 km (GPS) north east of Morondava",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-20.071944,44.674722,20.0,,20.0,,,,2000-02-21T00:00,21.0,2.0,2000.0,7221487,2895456.0,PRESERVED_SPECIMEN,K,Herbarium,K000176309,2581,,,CC_BY_4_0,,"Davis, A.P.; Rakotonasolo; Wilkin",,,2024-09-20T14:59:21.803Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166142,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176278,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea grevei,grevei,SUBSPECIES,Coffea grevei subsp. grevei,Coffea grevei subsp. grevei,,MG,"forêt d'Andranomena, au Nord-Est de Morondava",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-20.15,44.483333,2000.0,,,,,,1962-12-02T00:00,2.0,12.0,1962.0,7221487,2895456.0,PRESERVED_SPECIMEN,K,Herbarium,K000176278,22135,,,CC_BY_4_0,,"Capuron, R.",,,2024-09-20T14:58:22.137Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166140,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176307,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea grevei,mahajangensis,SUBSPECIES,Coffea grevei subsp. mahajangensis A.P.Davis & Rakotonas.,Coffea grevei subsp. mahajangensis,A.P.Davis & Rakotonas.,MG,"Baie de Baly, en route from Baly villag to the Ambinda Forest",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-16.038333,45.258333,20.0,,40.0,,,,2000-02-09T00:00,9.0,2.0,2000.0,3848837,2895456.0,PRESERVED_SPECIMEN,K,Herbarium,K000176307,2558,,,CC_BY_4_0,,"Davis, A.P.; Rakotonasolo; Wilkin",,,2024-09-20T14:58:19.362Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166139,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176351,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea grevei,mahajangensis,SUBSPECIES,Coffea grevei subsp. mahajangensis A.P.Davis & Rakotonas.,Coffea grevei subsp. mahajangensis,A.P.Davis & Rakotonas.,MG,c. 3.4 km Sud de Soalala,,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-16.139167,45.3375,,,10.0,,,,2000-02-08T00:00,8.0,2.0,2000.0,3848837,2895456.0,PRESERVED_SPECIMEN,K,Herbarium,K000176351,2551,"Davis, A.P.",,CC_BY_4_0,,"Davis, A.P.; Rakotonasolo",,,2024-09-20T14:58:18.827Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166138,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176296,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea boinensis,,SPECIES,Coffea boinensis A.P.Davis & Rakotonas.,Coffea boinensis,A.P.Davis & Rakotonas.,MG,"Ankarafantsika, station forestiere",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-16.314444,46.817778,200.0,,206.0,,,,1999-02-07T00:00,7.0,2.0,1999.0,3848927,3848927.0,PRESERVED_SPECIMEN,K,Herbarium,K000176296,67,,,CC_BY_4_0,,"Rakotonasolo, F.; Block de; Luckow",,,2024-09-20T14:58:18.826Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166137,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176310,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea grevei,grevei,SUBSPECIES,Coffea grevei subsp. grevei,Coffea grevei subsp. grevei,,MG,"Near Morondava, c. 7 km (GPS) south east of Marofandilia",,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-20.161389,44.471111,20.0,,5.0,,,,2000-02-19T00:00,19.0,2.0,2000.0,7221487,2895456.0,PRESERVED_SPECIMEN,K,Herbarium,K000176310,2561,,,CC_BY_4_0,,"Davis, A.P.; Rakotonasolo; Wilkin",,,2024-09-20T14:58:20.737Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166136,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176305,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea ambongensis,,SPECIES,Coffea ambongensis J.-F.Leroy ex A.P.Davis & Rakotonas.,Coffea ambongensis,J.-F.Leroy ex A.P.Davis & Rakotonas.,MG,Station Forestière Antsanitia,,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-15.5775,46.416667,1000.0,,10.0,,,,2000-11-08T00:00,8.0,11.0,2000.0,3848962,3848962.0,PRESERVED_SPECIMEN,K,Herbarium,K000176305,240,,,CC_BY_4_0,,"Rakotonasolo, F.; Anjara",,,2024-09-20T14:58:19.200Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
912166135,cd6e21c8-9e8a-493a-8a76-fbf7862069e5,http://specimens.kew.org/herbarium/K000176267,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea humbertii,,SPECIES,Coffea humbertii J.-F.Leroy,Coffea humbertii,J.-F.Leroy,MG,8 km W of junction with Route Nationale 10,,PRESENT,,061b4f20-f241-11da-a328-b8a03c50a862,-23.883334,44.283333,2000.0,,300.0,,,,1989-01-09T00:00,9.0,1.0,1989.0,2895557,2895557.0,PRESERVED_SPECIMEN,K,Herbarium,K000176267,3117,,,CC_BY_4_0,,"Phillipson, P.B.; Rabesihanaka",,,2024-09-20T14:58:22.136Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
